date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:58:14	55065/55065	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:13%20GMT	https://responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-1_1024x.jpg?v=1707977444	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-1_1024x0ede.jpg	(from https://responsimart.com/products/vestido-feminino-stanley)
14:58:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:14%20GMT	http://responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-3_1024x.jpg?v=1707977444	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-3_1024x0ede.jpg	(from https://responsimart.com/products/vestido-feminino-stanley)
14:58:16	54833/54833	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:14%20GMT	https://responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-2_1024x.jpg?v=1707977444	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-2_1024x0ede.jpg	(from https://responsimart.com/products/vestido-feminino-stanley)
14:58:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:16%20GMT	http://responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-4_1024x.jpg?v=1707977444	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-4_1024x0ede.jpg	(from https://responsimart.com/products/vestido-feminino-stanley)
14:58:18	61413/61413	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:15%20GMT	https://responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-3_1024x.jpg?v=1707977444	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-3_1024x0ede.jpg	(from https://responsimart.com/products/vestido-feminino-stanley)
14:58:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:18%20GMT	http://responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-5_1024x.jpg?v=1707977444	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-5_1024x0ede.jpg	(from https://responsimart.com/products/vestido-feminino-stanley)
14:58:20	49930/49930	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:18%20GMT	https://responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-4_1024x.jpg?v=1707977444	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-4_1024x0ede.jpg	(from https://responsimart.com/products/vestido-feminino-stanley)
14:58:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:20%20GMT	http://responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-6_1024x.jpg?v=1707977444	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-6_1024x0ede.jpg	(from https://responsimart.com/products/vestido-feminino-stanley)
14:58:20	46439/46439	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:19%20GMT	https://responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-5_1024x.jpg?v=1707977444	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-5_1024x0ede.jpg	(from https://responsimart.com/products/vestido-feminino-stanley)
14:58:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:21%20GMT	http://responsimart.com/cdn/shopifycloud/shopify/assets/storefront/policy-3e4aa3c07a3a61780d16bc4b828d2fef9e1a20a44aae36e029a7b98e5ee5a4d0.css	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shopifycloud/shopify/assets/storefront/policy-3e4aa3c07a3a61780d16bc4b828d2fef9e1a20a44aae36e029a7b98e5ee5a4d0.css	(from https://responsimart.com/policies/legal-notice)
14:58:22	50343/50343	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:20%20GMT	https://responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-6_1024x.jpg?v=1707977444	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-6_1024x0ede.jpg	(from https://responsimart.com/products/vestido-feminino-stanley)
14:58:22	151/151	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20Nov%202023%2010:15:16%20GMT	https://responsimart.com/cdn/shopifycloud/shopify/assets/storefront/policy-3e4aa3c07a3a61780d16bc4b828d2fef9e1a20a44aae36e029a7b98e5ee5a4d0.css	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shopifycloud/shopify/assets/storefront/policy-3e4aa3c07a3a61780d16bc4b828d2fef9e1a20a44aae36e029a7b98e5ee5a4d0.css	(from https://responsimart.com/policies/legal-notice)
14:58:23	129737/129737	---MCZ	404	error ('Not%20Found')	text/html	etag:%22cacheable:7979e242b794160109fd108fea52fe96%22	https://responsimart.com/policies/POST	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/policies/POST	(from https://responsimart.com/policies/legal-notice)
14:58:23	9/9	---MCZ	404	error ('Not%20Found')	text/plain	etag:%22cacheable:bc105d4021693e6a62d3da533e680d84%22	https://responsimart.com/policies/3a7c1d-2.myshopify.com	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/policies/3a7c1d-2.myshopify.com	(from https://responsimart.com/policies/legal-notice)
14:58:24	129737/129737	---MCZ	404	error ('Not%20Found')	text/html	etag:%22cacheable:7979e242b794160109fd108fea52fe96%22	https://responsimart.com/policies/GET	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/policies/GET	(from https://responsimart.com/policies/legal-notice)
14:58:24	9/9	---MCZ	404	error ('Not%20Found')	text/plain	etag:%22cacheable:f55375ee21ff908c08228628cb5f4cc4%22	https://responsimart.com/policies/window.location.href	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/policies/window.location.href	(from https://responsimart.com/policies/legal-notice)
14:58:25	129737/129737	---MCZ	404	error ('Not%20Found')	text/html	etag:%22cacheable:7979e242b794160109fd108fea52fe96%22	https://responsimart.com/policies/url	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/policies/url	(from https://responsimart.com/policies/legal-notice)
14:58:28	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2012%20Mar%202024%2017:58:27%20GMT	https://cdn.shopify.com/bk-ajax-loader-e7b44c86.gif	C:/Meus%20Sites/site%20de%20vendas/cdn.shopify.com/bk-ajax-loader-e7b44c86.30d.delayed	(from https://cdn.shopify.com/extensions/5043bf1f-b21a-4b26-b729-edd0445f2ec6/bk-reviews-94/assets/bk-index-3b5b561d.css)
14:58:28	50/50	---MCZ	403	error ('Forbidden')	text/plain	date:Tue,%2012%20Mar%202024%2017:58:28%20GMT	https://responsimart.com/cdn/fonts/inter/inter_n6.f376a8167febc541e642518027b9ec9b9121420c.woff2?h1=M2E3YzFkLTIuYWNjb3VudC5teXNob3BpZnkuY29t%26h2=cmVzcG9uc2ltYXJ0LmNvbQ%26hmac=a7fe592f21f785d7d9e6e33c21a852e73a204c7b217dbc6431482e93871a014f	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/fonts/inter/inter_n6.f376a8167febc541e642518027b9ec9b9121420c28b8.woff2	(from http://responsimart.com/cdn/fonts/inter/inter_n6.f376a8167febc541e642518027b9ec9b9121420c.woff2?h1=M2E3YzFkLTIuYWNjb3VudC5teXNob3BpZnkuY29t&h2=cmVzcG9uc2ltYXJ0LmNvbQ&hmac=a7fe592f21f785d7d9e6e33c21a852e73a204c7b217dbc6431482e93871a014f)
14:58:28	50/50	---MCZ	403	error ('Forbidden')	text/plain	date:Tue,%2012%20Mar%202024%2017:58:28%20GMT	https://responsimart.com/cdn/fonts/inter/inter_n7.194c3d3f64efd8e4c82bbbe83dc84f5893fd9087.woff?h1=M2E3YzFkLTIuYWNjb3VudC5teXNob3BpZnkuY29t%26h2=cmVzcG9uc2ltYXJ0LmNvbQ%26hmac=64a10a823810e2d4dc3d042fef86125936c0e27cf68ed1d5a2379c493dc6c595	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/fonts/inter/inter_n7.194c3d3f64efd8e4c82bbbe83dc84f5893fd90875c33.woff	(from http://responsimart.com/cdn/fonts/inter/inter_n7.194c3d3f64efd8e4c82bbbe83dc84f5893fd9087.woff?h1=M2E3YzFkLTIuYWNjb3VudC5teXNob3BpZnkuY29t&h2=cmVzcG9uc2ltYXJ0LmNvbQ&hmac=64a10a823810e2d4dc3d042fef86125936c0e27cf68ed1d5a2379c493dc6c595)
14:58:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:28%20GMT	http://responsimart.com/cdn/shop/products/handaiyan-r-kit-labios-perfeitos-hidratante-e-anti-borrao-curso-de-automaquiagem-femme-brasil-1.jpg?v=1707978038	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/handaiyan-r-kit-labios-perfeitos-hidratante-e-anti-borrao-curso-de-automaquiagem-femme-brasil-17d86.jpg	(from https://responsimart.com/collections/all?page=2)
14:58:30	93029/93029	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:29%20GMT	https://responsimart.com/cdn/shop/products/handaiyan-r-kit-labios-perfeitos-hidratante-e-anti-borrao-curso-de-automaquiagem-femme-brasil-1.jpg?v=1707978038	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/handaiyan-r-kit-labios-perfeitos-hidratante-e-anti-borrao-curso-de-automaquiagem-femme-brasil-17d86.jpg	(from https://responsimart.com/collections/all?page=2)
14:58:30	48843/48843	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:29%20GMT	https://responsimart.com/cdn/shop/products/handaiyan-r-kit-labios-perfeitos-hidratante-e-anti-borrao-curso-de-automaquiagem-femme-brasil-1_600x600_crop_center.jpg?v=1707978038	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/handaiyan-r-kit-labios-perfeitos-hidratante-e-anti-borrao-curso-de-automaquiagem-femme-brasil-1_600x600_crop_center7d86.jpg	(from https://responsimart.com/collections/all?page=2)
14:58:31	303051/303051	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:3d5c3add376397354d3de4270d3ac88d%22	https://responsimart.com/collections/all?page=1	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/collections/all2679.html	(from https://responsimart.com/collections/all?page=2)
14:58:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:31%20GMT	http://responsimart.com/cdn/shop/products/S151f28d7abf84c86ad3b3ce89ef94b82g_500x_b98c1024-757d-4e87-b4fc-f1d3c1e4ec78_800x.webp?v=1707978019	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/S151f28d7abf84c86ad3b3ce89ef94b82g_500x_b98c1024-757d-4e87-b4fc-f1d3c1e4ec78_800xe471.webp	(from https://responsimart.com/products/5-pares-de-cilios-magneticos-reutilizaveis)
14:58:32	2109/2109	---MCZ	200	added ('OK')	application/json+oembed	etag:%22cacheable:ba1b51194571db17eef1caf729f23b1e%22	https://responsimart.com/products/5-pares-de-cilios-magneticos-reutilizaveis.oembed	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/products/5-pares-de-cilios-magneticos-reutilizaveis.oembed	(from https://responsimart.com/products/5-pares-de-cilios-magneticos-reutilizaveis)
14:58:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:32%20GMT	http://responsimart.com/cdn/shop/products/H304d7351c7da41cfb3995871d59d324aC_500x_72dbc7f1-f940-4f10-8253-02227bab35fe_800x.jpg?v=1707978019	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/H304d7351c7da41cfb3995871d59d324aC_500x_72dbc7f1-f940-4f10-8253-02227bab35fe_800xe471.jpg	(from https://responsimart.com/products/5-pares-de-cilios-magneticos-reutilizaveis)
14:58:33	45034/45034	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:32%20GMT	https://responsimart.com/cdn/shop/products/S151f28d7abf84c86ad3b3ce89ef94b82g_500x_b98c1024-757d-4e87-b4fc-f1d3c1e4ec78_800x.webp?v=1707978019	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/S151f28d7abf84c86ad3b3ce89ef94b82g_500x_b98c1024-757d-4e87-b4fc-f1d3c1e4ec78_800xe471.jpg	(from https://responsimart.com/products/5-pares-de-cilios-magneticos-reutilizaveis)
14:58:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:33%20GMT	http://responsimart.com/cdn/shop/products/S151f28d7abf84c86ad3b3ce89ef94b82g_500x_b98c1024-757d-4e87-b4fc-f1d3c1e4ec78_1024x.webp?v=1707978019	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/S151f28d7abf84c86ad3b3ce89ef94b82g_500x_b98c1024-757d-4e87-b4fc-f1d3c1e4ec78_1024xe471.webp	(from https://responsimart.com/products/5-pares-de-cilios-magneticos-reutilizaveis)
14:58:35	43585/43585	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:33%20GMT	https://responsimart.com/cdn/shop/products/H304d7351c7da41cfb3995871d59d324aC_500x_72dbc7f1-f940-4f10-8253-02227bab35fe_800x.jpg?v=1707978019	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/H304d7351c7da41cfb3995871d59d324aC_500x_72dbc7f1-f940-4f10-8253-02227bab35fe_800xe471.jpg	(from https://responsimart.com/products/5-pares-de-cilios-magneticos-reutilizaveis)
14:58:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:35%20GMT	http://responsimart.com/cdn/shop/products/H304d7351c7da41cfb3995871d59d324aC_500x_72dbc7f1-f940-4f10-8253-02227bab35fe_1024x.jpg?v=1707978019	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/H304d7351c7da41cfb3995871d59d324aC_500x_72dbc7f1-f940-4f10-8253-02227bab35fe_1024xe471.jpg	(from https://responsimart.com/products/5-pares-de-cilios-magneticos-reutilizaveis)
14:58:36	45034/45034	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:35%20GMT	https://responsimart.com/cdn/shop/products/S151f28d7abf84c86ad3b3ce89ef94b82g_500x_b98c1024-757d-4e87-b4fc-f1d3c1e4ec78_1024x.webp?v=1707978019	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/S151f28d7abf84c86ad3b3ce89ef94b82g_500x_b98c1024-757d-4e87-b4fc-f1d3c1e4ec78_1024xe471.jpg	(from https://responsimart.com/products/5-pares-de-cilios-magneticos-reutilizaveis)
14:58:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:36%20GMT	http://responsimart.com/cdn/shop/products/Sc6f5704ffd034c1bb54fd7d54733011fk.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/Sc6f5704ffd034c1bb54fd7d54733011fkb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:37	43585/43585	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:35%20GMT	https://responsimart.com/cdn/shop/products/H304d7351c7da41cfb3995871d59d324aC_500x_72dbc7f1-f940-4f10-8253-02227bab35fe_1024x.jpg?v=1707978019	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/H304d7351c7da41cfb3995871d59d324aC_500x_72dbc7f1-f940-4f10-8253-02227bab35fe_1024xe471.jpg	(from https://responsimart.com/products/5-pares-de-cilios-magneticos-reutilizaveis)
14:58:38	124098/124098	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:37%20GMT	https://responsimart.com/cdn/shop/products/Sc6f5704ffd034c1bb54fd7d54733011fk.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/Sc6f5704ffd034c1bb54fd7d54733011fkb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:38	63571/63571	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:38%20GMT	https://responsimart.com/cdn/shop/products/Sc6f5704ffd034c1bb54fd7d54733011fk_600x600_crop_center.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/Sc6f5704ffd034c1bb54fd7d54733011fk_600x600_crop_centerb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:40	3663/3663	---MCZ	200	added ('OK')	application/json+oembed	etag:%22cacheable:30cc860e6ae87cd48c339dc9834ffc5c%22	https://responsimart.com/products/brocas-titanium-2-em-1.oembed	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/products/brocas-titanium-2-em-1.oembed	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:38%20GMT	http://responsimart.com/cdn/shop/products/Sc6f5704ffd034c1bb54fd7d54733011fk_800x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/Sc6f5704ffd034c1bb54fd7d54733011fk_800xb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:41%20GMT	http://responsimart.com/cdn/shop/products/Hacaa14be72f848a38499ab1f20916ebcB_800x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/Hacaa14be72f848a38499ab1f20916ebcB_800xb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:42	94672/94672	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:41%20GMT	https://responsimart.com/cdn/shop/products/Sc6f5704ffd034c1bb54fd7d54733011fk_800x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/Sc6f5704ffd034c1bb54fd7d54733011fk_800xb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:42%20GMT	http://responsimart.com/cdn/shop/products/Hd83f8cac36884dabaff77db061bf6530o_800x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/Hd83f8cac36884dabaff77db061bf6530o_800xb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:43	62869/62869	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:42%20GMT	https://responsimart.com/cdn/shop/products/Hacaa14be72f848a38499ab1f20916ebcB_800x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/Hacaa14be72f848a38499ab1f20916ebcB_800xb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:43%20GMT	http://responsimart.com/cdn/shop/products/H905468b8248a41c49da61c5323a2632f3_800x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/H905468b8248a41c49da61c5323a2632f3_800xb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:44	48888/48888	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:43%20GMT	https://responsimart.com/cdn/shop/products/Hd83f8cac36884dabaff77db061bf6530o_800x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/Hd83f8cac36884dabaff77db061bf6530o_800xb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:44%20GMT	http://responsimart.com/cdn/shop/products/H5ca59190944941248e0cdd6697aad0d2W_800x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/H5ca59190944941248e0cdd6697aad0d2W_800xb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:46	93852/93852	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:44%20GMT	https://responsimart.com/cdn/shop/products/H905468b8248a41c49da61c5323a2632f3_800x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/H905468b8248a41c49da61c5323a2632f3_800xb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:46%20GMT	http://responsimart.com/cdn/shop/products/Sc6f5704ffd034c1bb54fd7d54733011fk_1024x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/Sc6f5704ffd034c1bb54fd7d54733011fk_1024xb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:47	117351/117351	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:45%20GMT	https://responsimart.com/cdn/shop/products/H5ca59190944941248e0cdd6697aad0d2W_800x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/H5ca59190944941248e0cdd6697aad0d2W_800xb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:47%20GMT	http://responsimart.com/cdn/shop/products/Hacaa14be72f848a38499ab1f20916ebcB_1024x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/Hacaa14be72f848a38499ab1f20916ebcB_1024xb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:49	124098/124098	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:47%20GMT	https://responsimart.com/cdn/shop/products/Sc6f5704ffd034c1bb54fd7d54733011fk_1024x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/Sc6f5704ffd034c1bb54fd7d54733011fk_1024xb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:49%20GMT	http://responsimart.com/cdn/shop/products/Hd83f8cac36884dabaff77db061bf6530o_1024x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/Hd83f8cac36884dabaff77db061bf6530o_1024xb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:50	84557/84557	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:49%20GMT	https://responsimart.com/cdn/shop/products/Hacaa14be72f848a38499ab1f20916ebcB_1024x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/Hacaa14be72f848a38499ab1f20916ebcB_1024xb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:52	48888/48888	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:50%20GMT	https://responsimart.com/cdn/shop/products/Hd83f8cac36884dabaff77db061bf6530o_1024x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/Hd83f8cac36884dabaff77db061bf6530o_1024xb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:50%20GMT	http://responsimart.com/cdn/shop/products/H905468b8248a41c49da61c5323a2632f3_1024x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/H905468b8248a41c49da61c5323a2632f3_1024xb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:52%20GMT	http://responsimart.com/cdn/shop/products/H5ca59190944941248e0cdd6697aad0d2W_1024x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/H5ca59190944941248e0cdd6697aad0d2W_1024xb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:54	122899/122899	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:58:52%20GMT	https://responsimart.com/cdn/shop/products/H905468b8248a41c49da61c5323a2632f3_1024x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/H905468b8248a41c49da61c5323a2632f3_1024xb092.jpg	(from https://responsimart.com/products/brocas-titanium-2-em-1)
14:58:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:58:55%20GMT	http://responsimart.com/cdn/shop/products/Designsemnome_65_1.png?v=1707977284	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/Designsemnome_65_1ce2a.png	(from https://responsimart.com/products/calca-masculina-jogger)
